frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,1100,0.11,p000,0.004,-38912.26788972391,-8495.433677122783,-30416.834212601127,-30416.834212601127,-38912.281040330716,0.9999995676540383,4.323459616428771e-07,-0.08550180379434966,0,-0.08550180379434966,0.14378156641855117,0.11627551936867261,0.20177732316302227
1,1200,0.12,p000,0.004,-38854.713291287684,-4114.119299232349,-34740.593992055336,-34740.593992055336,-38854.72480519178,0.9999996685751411,3.314248588903723e-07,-0.08516372410636994,0,-0.08516372410636994,0.14203327080653638,0.11588639673492587,0.2010501208412958
2,1300,0.13,p000,0.004,-38819.59398726633,-15440.765439011011,-23378.82854825532,-23378.82854825532,-38819.61109675094,0.9999992681643766,7.31835623490884e-07,-0.08536243746811469,0,-0.08536243746811469,0.14747353647896597,0.11744166712468694,0.20280410459280163
3,1400,0.14,p000,0.004,-38796.93590471035,-19912.917822371557,-18884.018082338793,-18884.018082338793,-38796.95708661928,0.9999988783180929,1.121681907079175e-06,-0.0830453034437151,0,-0.0830453034437151,0.15054364316297472,0.11476854151276102,0.1978138449564761
4,1500,0.15,p000,0.004,-38710.71181304034,-18592.706630322937,-20118.005182717403,-20118.005182717403,-38710.731695707684,0.999999011699825,9.883001750865539e-07,-0.08613491991266678,0,-0.08613491991266678,0.1497360347530047,0.1171591184656286,0.20329403837829538
5,1600,0.16,p000,0.004,-38783.552772704774,-11742.310829677474,-27041.2419430273,-27041.2419430273,-38783.56756491669,0.9999994529764661,5.47023533914448e-07,-0.08672981025880362,0,-0.08672981025880362,0.14543570763601324,0.11483465940903921,0.20156446966784283
6,1700,0.17,p000,0.004,-38836.421363927686,-9702.31520867892,-29134.106155248766,-29134.106155248766,-38836.43509353413,0.9999995287449895,4.712550104590818e-07,-0.08788248498134742,0,-0.08788248498134742,0.14444660995058833,0.11563770070034636,0.20352018568169378
7,1800,0.18,p000,0.004,-38790.96748127628,-16405.936699585844,-22385.03078169044,-22385.03078169044,-38790.98535034622,0.9999992017414856,7.982585143451182e-07,-0.087764851097062,0,-0.087764851097062,0.14816358478943933,0.11601428736510347,0.20377913846216547
8,1900,0.19,p000,0.004,-38736.31979412984,-18854.328567336168,-19881.991226793674,-19881.991226793674,-38736.339912818694,0.9999989880969211,1.011903078829146e-06,-0.08283412043206176,0,-0.08283412043206176,0.14979230280387593,0.11408807951130023,0.196922199943362
9,2000,0.2,p000,0.004,-38602.960277396516,-15960.746563330147,-22642.21371406637,-22642.21371406637,-38602.97794349988,0.9999992197725884,7.8022741156758e-07,-0.08510972383992585,0,-0.08510972383992585,0.14788733524110823,0.1173590940153543,0.20246881785528015
10,2100,0.21,p000,0.004,-38677.184820086026,-8204.57209262051,-30472.612727465515,-30472.612727465515,-38677.19794662136,0.9999995692353609,4.3076463912550267e-07,-0.08513364927773318,0,-0.08513364927773318,0.14375582776788154,0.11453044021250988,0.19966408949024306
11,2200,0.22,p000,0.004,-38641.91638126623,-12412.298178428638,-26229.61820283759,-26229.61820283759,-38641.93163119341,0.9999994185996408,5.81400359134232e-07,-0.08576932701197779,0,-0.08576932701197779,0.14583333444203445,0.1145695576618124,0.20033888467379019
12,2300,0.23,p000,0.004,-38700.57715992749,-20838.006182295125,-17862.570977632364,-17862.570977632364,-38700.59955309245,0.999998746366979,1.2536330208923196e-06,-0.09103658607200399,0,-0.09103658607200399,0.1517119934010167,0.11698367102152823,0.20802025709353222
13,2400,0.24,p000,0.004,-38704.48668642042,-15159.808835575677,-23544.677850844746,-23544.677850844746,-38704.50367538557,0.9999992784381788,7.21561821181993e-07,-0.08684823389049953,0,-0.08684823389049953,0.14740997946645526,0.11357227785951271,0.20042051175001224
14,2500,0.25,p000,0.004,-38642.78781711057,-8816.158409583237,-29826.629407527333,-29826.629407527333,-38642.80122793935,0.9999995503743806,4.496256194030934e-07,-0.09133802633950373,0,-0.09133802633950373,0.1441876275110024,0.11669057109790724,0.20802859743741098
15,2600,0.26,p000,0.004,-38641.62564555489,-18377.451041136723,-20264.174604418164,-20264.174604418164,-38641.64538480497,0.9999990259059637,9.740940363212047e-07,-0.0866291549028559,0,-0.0866291549028559,0.14957645859125362,0.11514144736222771,0.20177060226508362
16,2700,0.27,p000,0.004,-38529.65216256332,-20806.202170022618,-17723.4499925407,-17723.4499925407,-38529.67473150395,0.9999987266089185,1.2733910814133331e-06,-0.08297739749062327,0,-0.08297739749062327,0.1515493279101808,0.11618613727799887,0.19916353476862214
17,2800,0.28,p000,0.004,-38521.06933858039,-11990.907866047084,-26530.161472533306,-26530.161472533306,-38521.08441575107,0.9999994316976337,5.683023662772513e-07,-0.08482058583237462,0,-0.08482058583237462,0.1456837928192862,0.12055472197131467,0.2053753078036893
18,2900,0.29,p000,0.004,-38599.91106903207,-7469.451152466092,-31130.459916565975,-31130.459916565975,-38599.9239181784,0.9999995872487666,4.127512333584882e-07,-0.0805543858953028,0,-0.0805543858953028,0.1433953206667624,0.11755938958217187,0.19811377547747466
19,3000,0.3,p000,0.004,-38504.17940674609,-17482.62515924251,-21021.554247503576,-21021.554247503576,-38504.19843481762,0.9999990948320537,9.051679462634965e-07,-0.08443618898642331,0,-0.08443618898642331,0.14900813140533187,0.11702510939699999,0.2014612983834233
20,3100,0.31,p000,0.004,-38506.43758401752,-18166.593173951143,-20339.844410066376,-20339.844410066376,-38506.457249832325,0.9999990331402553,9.668597447110017e-07,-0.08805862519832469,0,-0.08805862519832469,0.1495976251461718,0.11493842415665281,0.2029970493549775
21,3200,0.32,p000,0.004,-38438.89499170374,-15380.03937024204,-23058.8556214617,-23058.8556214617,-38438.912338605325,0.9999992477130797,7.522869203691052e-07,-0.0901023173170483,0,-0.0901023173170483,0.1478515730968773,0.11324834745306388,0.20335066477011218
22,3300,0.33,p000,0.004,-38465.278076070565,-15165.139694703801,-23300.138381366763,-23300.138381366763,-38465.29524333793,0.9999992632128707,7.367871293073591e-07,-0.0925077969421702,0,-0.0925077969421702,0.1477621892849268,0.11460383344524355,0.20711163038741376
23,3400,0.34,p000,0.004,-38430.66612629479,-7138.310589605331,-31292.355536689458,-31292.355536689458,-38430.678908964226,0.9999995915085722,4.084914277391327e-07,-0.08857939971046108,0,-0.08857939971046108,0.14348581501356275,0.11303442836755237,0.20161382807801345
24,3500,0.35000000000000003,p000,0.004,-38427.800241604506,-4903.863150427933,-33523.93709117657,-33523.93709117657,-38427.81217337304,0.999999644082376,3.559176240397477e-07,-0.08614548105926391,0,-0.08614548105926391,0.14254458879510007,0.1180714256131296,0.2042169066723935
25,3600,0.36,p000,0.004,-38412.4409977991,-21395.11282260742,-17017.32817519168,-17017.32817519168,-38412.46450321919,0.9999986187399743,1.3812600256346563e-06,-0.08229765718037062,0,-0.08229765718037062,0.15212752583493172,0.11554338348459646,0.19784104066496708
26,3700,0.37,p000,0.004,-38373.70063203323,-22006.602921776677,-16367.097710256552,-16367.097710256552,-38373.72507127162,0.9999985068112967,1.4931887033498015e-06,-0.08252644166855776,0,-0.08252644166855776,0.15279422846847254,0.11846725821113284,0.2009936998796906
27,3800,0.38,p000,0.004,-38283.518011475186,-8752.766646166187,-29530.751365309,-29530.751365309,-38283.53155667123,0.9999995413193707,4.5868062920062513e-07,-0.08328544770330938,0,-0.08328544770330938,0.14418535052882753,0.11776943736957222,0.2010548850728816
28,3900,0.39,p000,0.004,-38312.396002100344,-7858.000854294834,-30454.39514780551,-30454.39514780551,-38312.40913648786,0.9999995687198473,4.31280152701774e-07,-0.08589116521179992,0,-0.08589116521179992,0.1437973386736185,0.11701630040493129,0.2029074656167312
29,4000,0.4,p000,0.004,-38298.60370468334,-15207.322618591279,-23091.281086092058,-23091.281086092058,-38298.62102722592,0.9999992498243588,7.501756411620875e-07,-0.0891975346482133,0,-0.0891975346482133,0.1477827637653829,0.11629805613541204,0.20549559078362534
30,4100,0.41000000000000003,p000,0.004,-38256.857683872135,-21206.083204000577,-17050.774479871558,-17050.774479871558,-38256.8811431848,0.9999986241535165,1.3758464835200712e-06,-0.08586836826033645,0,-0.08586836826033645,0.15225629195675122,0.11293725168055788,0.19880561994089432
31,4200,0.42,p000,0.004,-38215.285974530765,-13845.320394120034,-24369.96558041073,-24369.96558041073,-38215.3023881662,0.9999993264818832,6.735181168338045e-07,-0.08915264325541926,0,-0.08915264325541926,0.14696773726862533,0.11480110956046001,0.20395375281587927
32,4300,0.43,p000,0.004,-38139.68396400471,-5264.725212379417,-32874.958751625294,-32874.958751625294,-38139.69613131585,0.9999996298914858,3.701085141694094e-07,-0.08872332409377687,0,-0.08872332409377687,0.14280427434473775,0.11411658008499284,0.2028399041787697
33,4400,0.44,p000,0.004,-38201.2473322686,-16194.881320113636,-22006.366012154962,-22006.366012154962,-38201.265508812125,0.9999991740338461,8.25966153916724e-07,-0.08565172306303788,0,-0.08565172306303788,0.14834106572202424,0.11459816157073228,0.20024988463377016
34,4500,0.45,p000,0.004,-38193.54056464313,-18154.247260118427,-20039.293304524705,-20039.293304524705,-38193.560525406996,0.9999990039207575,9.960792425323106e-07,-0.08428463835602568,0,-0.08428463835602568,0.1496873831296736,0.11794669493049298,0.20223133328651866
35,4600,0.46,p000,0.004,-38074.558090751496,-8956.778471765341,-29117.779618986155,-29117.779618986155,-38074.571828056214,0.9999995282163704,4.7178362960753617e-07,-0.08217194701699869,0,-0.08217194701699869,0.14432305534327777,0.11739530128288596,0.19956724829988465
36,4700,0.47000000000000003,p000,0.004,-37991.98285824785,-13326.922943889076,-24665.059914358775,-24665.059914358775,-37991.999075509775,0.9999993425014715,6.574985284557577e-07,-0.08546854715461918,0,-0.08546854715461918,0.14674602348060978,0.11832194723039813,0.2037904943850173
37,4800,0.48,p000,0.004,-38097.553357852885,-14665.362873200647,-23432.190484652238,-23432.190484652238,-38097.57042837427,0.9999992714937804,7.285062195716563e-07,-0.08703373412458201,0,-0.08703373412458201,0.14747710604743666,0.11570385356153687,0.20273758768611888
38,4900,0.49,p000,0.004,-38148.82541898711,-11593.466788200516,-26555.35863078659,-26555.35863078659,-38148.840481851774,0.9999994327755921,5.672244078325228e-07,-0.08605813614721805,0,-0.08605813614721805,0.14570499698926578,0.11526521794058261,0.20132335408780067
39,5000,0.5,p000,0.004,-38027.02281385081,-20646.84409253145,-17380.17872131936,-17380.17872131936,-38027.04582854339,0.9999986758115667,1.3241884333492493e-06,-0.08935000357339282,0,-0.08935000357339282,0.15208442470689024,0.11545480420470355,0.20480480777809637
